,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS
4023,11450,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Lycée BUTEMBO,catholique
4024,11451,LITTERAIRE,Latin Philo,Institut MWANGA,catholique
4025,11452,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,CS LES AIGLES DE DIEU,privé
4026,11453,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MAJENGO,protestant
4027,11454,SCIENTIFIQUE,Bio chimie,Institut METANOIA,protestant
4028,11455,TECHNIQUE,ELECTRICITE,ITI GOMA,catholique
4029,11457,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4030,11458,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4031,11459,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4032,11460,COMMERCIALE,COMMERCIALE INFORMATIQUE,CS MAMA MULEZI,privé
4033,11461,SCIENTIFIQUE,Bio chimie,Institut METANOIA,protestant
4034,11462,TECHNIQUE,MECANIQUE GENERALE,ETPM,privé
4035,11463,PEDAGOGIE,PEDAGOGIE GENERALE,Institut SAINT ANTOINE,catholique
4036,11464,PEDAGOGIE,PEDAGOGIE GENERALE,Institut LEMERA,publique
4037,11465,PEDAGOGIE,PEDAGOGIE GENERALE,Institut MONT CARMEL,catholique
4038,11466,LITTERAIRE,Latin Philo,Institut MONT GOMA,publique
4039,11467,LITTERAIRE,Latin Philo,Institut MWANGA,catholique
4040,11468,SCIENTIFIQUE,Bio chimie,Lycée AMANI,catholique
4041,11470,TECHNIQUE,CONSTRUCTION,ALPHA INSTITUT,protestant
4042,11472,COMMERCIALE,COMMERCIALE INFORMATIQUE,Institut VUNGI,protestant
4043,11473,TECHNIQUE,SOCIALE,CS KABA,privé
4044,11474,PEDAGOGIE,PEDAGOGIE GENERALE,Institut VISOKE,protestant
4045,11475,PEDAGOGIE,PEDAGOGIE GENERALE,AUTODIDACTES,publique
4046,11476,TECHNIQUE,SOCIALE,Institut NYABUSHONGO,publique
4047,11477,TECHNIQUE,SOCIALE,CS AMEN,privé
4048,11478,PEDAGOGIE,PEDAGOGIE GENERALE,Institut ISIDORE BAKANJA,catholique
4049,11479,COMMERCIALE,COMMERCIALE INFORMATIQUE,Lycée  KIBILIO,protestant
4050,11480,TECHNIQUE,SOCIALE,CS AMEN,privé
4051,11481,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut   UJIO WA HERI,catholique
4052,11482,PEDAGOGIE,PEDAGOGIE GENERALE,Institut LUANGA,catholique
4053,11483,SCIENTIFIQUE,Bio chimie,IMOTEYITI,catholique
4054,11484,SCIENTIFIQUE,Bio chimie,Institut METANOIA,protestant
4055,11485,SCIENTIFIQUE,Bio chimie,Institut METANOIA,protestant
4056,11487,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4057,11488,LITTERAIRE,Latin Philo,Institut MWANGA,catholique
4058,11489,SCIENTIFIQUE,Bio chimie,Institut MWANGA,catholique
4059,11490,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4060,11492,PEDAGOGIE,PEDAGOGIE GENERALE,CS NAMIRE,privé
4061,11493,PEDAGOGIE,PEDAGOGIE GENERALE,Institut ISIDORE BAKANJA,catholique
4062,11494,PEGAGOGIE,PEDAGOGIE GENERALE,CS  L'AMITIE,privé
4063,11496,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4064,11497,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4065,11498,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4066,11499,SCIENTIFIQUE,Bio chimie,Institut MWANGA,catholique
4067,11500,PEDAGOGIE,PEDAGOGIE GENERALE,Institut LUANGA,catholique
4068,11501,SCIENTIFIQUE,Bio chimie,Institut ISIDORE BAKANJA,catholique
4069,11502,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4070,11503,SCIENTIFIQUE,Bio chimie,Institut MWANGA,catholique
4071,11504,PEDAGOGIE,PEDAGOGIE GENERALE,Institut MONT GOMA,publique
4072,11505,TECHNIQUE,SOCIALE,CS BEROYA,privé
4073,11506,SCIENTIFIQUE,Bio chimie,Institut MWANGA/UVIRA,catholique
4074,11507,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4075,11508,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4076,11509,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut  SAINT JOSEPH,catholique
4077,11510,COMMERCIALE,COMMERCIALE INFORMATIQUE,Institut  SAINT JOSEPH,catholique
4078,11511,SCIENTIFIQUE,Bio chimie,Institut METANOIA,protestant
4079,11512,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut HIMBI,protestant
4080,11513,PEDAGOGIE,PEDAGOGIE GENERALE,Institut NAMURHERA,publique
4081,11514,LITTERAIRE,Latin Philo,Institut MAENDELEO,protestant
4082,11515,PEDAGOGIE,PEDAGOGIE GENERALE,AUTODIDACTES,publique
4083,11516,SCIENTIFIQUE,Bio chimie,CS  SAVANA,privé
4084,11517,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut HIMBI,protestant
4085,11518,SCIENTIFIQUE,Bio chimie,Institut ISIDORE BAKANJA,catholique
4086,11519,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,GS MONT SION II,privé
4087,11520,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA/UVIRA,catholique
4088,11521,PEDAGOGIE,PEDAGOGIE GENERALE,Institut BWANGA,privé
4089,11522,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut ZANNER,protestant
4090,11523,TECHNIQUE,AGRONOMIE,Institut SAINT MICHEL,catholique
4091,11525,SCIENTIFIQUE,MATHEMATIQUE- PHYSIQUE,EDAP/ISP,publique
4092,11527,LITTERAIRE,Latin Philo,Institut METANOIA,protestant
4093,11528,PEDAGOGIE,PEDAGOGIE GENERALE,Institut de KATWA,protestant
4094,11530,TECHNIQUE,CONSTRUCTION,Institut SAINT MARC,catholique
4095,11531,PEDAGOGIE,PEDAGOGIE GENERALE,CS JERICO,privé
4096,11532,TECHNIQUE,MECANIQUE AUTOMOBILE,ITFM BUKAVU,catholique
4097,11533,TECHNIQUE,VETERINAIRE,Lycée PAIX DE VIE,catholique
4098,11534,TECHNIQUE,NUTRITION,Institut SAINT MICHEL,catholique
4099,11535,TECHNIQUE,SOCIALE,Institut ZAWADI YA RAISI,publique
4100,11536,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4101,11537,TECHNIQUE,ELECTRONIQUE,Institut ASIFIWA,protestant
4102,11538,TECHNIQUE,MECANIQUE MACHINES OUTILS,ITFM BUKAVU,catholique
4103,11539,PEDAGOGIE,PEDAGOGIE GENERALE,AUTODIDACTES,publique
4104,11540,SCIENTIFIQUE,Bio chimie,Lycée AMANI,catholique
4105,11541,TECHNIQUE,SOCIALE,CS MAMA YETU,privé
4106,11542,LITTERAIRE,Latin Philo,Institut HIMBI,protestant
4107,11543,SCIENTIFIQUE,Bio chimie,Institut MWANGA,catholique
4108,11544,PEDAGOGIE,PEDAGOGIE GENERALE,CS BEROYA,privé
4109,11546,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Lycée TOBOGISA,catholique
4110,11547,SCIENTIFIQUE,Bio chimie,Institut MWANGA,catholique
4111,11548,SCIENTIFIQUE,Bio chimie,Lycée SAINT MARIYA  GORITTI,catholique
4112,11549,PEDAGOGIE,PEDAGOGIE GENERALE,Institut NAMANGO,privé
4113,11550,SCIENTIFIQUE,Bio chimie,Institut MATANDA,catholique
4114,11551,SCIENTIFIQUE,Bio chimie,Institut FARADJA,protestant
4115,11552,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut COMMUNAITAIRE DU LAC,privé
4116,11553,SCIENTIFIQUE,Bio chimie,Institut FARADJA,protestant
4117,11555,SCIENTIFIQUE,Bio chimie,Institut MWANGA,catholique
4118,11556,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut ZANNER,protestant
4119,11557,PEDAGOGIE,PEDAGOGIE GENERALE,Institut KITSOMBIRO,protestant
4120,11558,SCIENTIFIQUE,MATHEMATIQUE- PHYSIQUE,Institut de BUTEMBO,publique
4121,11559,TECHNIQUE,SOCIALE,CS AMEN,privé
4122,11560,PEDAGOGIE,PEDAGOGIE GENERALE,Institut de GOMA,publique
4123,11561,SCIENTIFIQUE,Bio chimie,CS  NELSON MANDELA,privé
4124,11562,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut METANOIA,protestant
4125,11563,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4126,11565,TECHNIQUE,NUTRITION,Lycée SAINT URSULE,catholique
4127,11566,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4128,11567,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MAJENGO,protestant
4129,11568,TECHNIQUE,VETERINAIRE,Institut ITAV,protestant
4130,11569,PEDAGOGIE,PEDAGOGIE GENERALE,Institut MAENDELEO,protestant
4131,11570,SCIENTIFIQUE,Bio chimie,Institut MATENDO,protestant
4132,11571,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4133,11572,TECHNIQUE,SOCIALE,Institut COMMUNAITAIRE DU LAC,privé
4134,11573,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut METANOIA,protestant
4135,11574,PEDAGOGIE,PEDAGOGIE GENERALE,Institut MONT GOMA,publique
4136,11576,LITTERAIRE,Latin Philo,Institut MAENDELEO,protestant
4137,11577,PEDAGOGIE,PEDAGOGIE GENERALE,EDAK/GOMA,privé
4138,11578,TECHNIQUE,SOCIALE,Institut MIKENO,musulman
4139,11579,PEDAGOGIE,PEDAGOGIE GENERALE,Institut MATENDO,protestant
4140,11580,PEDAGOGIE,PEDAGOGIE GENERALE,Institut MAENDELEO,protestant
4141,11581,SCIENTIFIQUE,Bio chimie,Institut MARANATHA,protestant
4142,11582,TECHNIQUE,MECANIQUE MACHINES OUTILS,Institut Technique FUNDI MAENDELEO,catholique
4143,11583,PEDAGOGIE,PEDAGOGIE GENERALE,Institut BIHIRA,musulman
4144,11584,SCIENTIFIQUE,Bio chimie,Institut METANOIA,protestant
4145,11585,SCIENTIFIQUE,Bio chimie,CS THABITI,catholique
4146,11586,COMMERCIALE,COMMERCIALE INFORMATIQUE,Institut MALKIA WA MBINGU,catholique
4147,11587,SCIENTIFIQUE,Bio chimie,Institut MWANGA,catholique
4148,11588,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,inconnu
4149,11590,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,SAINT ETIENNE COLLEGE,catholique
4150,11591,LITTERAIRE,Latin Philo,CS MONT SINAI,protestant
4151,11592,COMMERCIALE,COMMERCIALE INFORMATIQUE,Lycée KI?BILIO,protestant
4152,11593,TECHNIQUE,SOCIALE,Institut AMKENI,protestant
4153,11594,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4154,11595,PEDAGOGIE,PEDAGOGIE GENERALE,Institut BULEGE,kimbanguiste
4155,11596,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut FARADJA,protestant
4156,11597,PEDAGOGIE,PEDAGOGIE GENERALE,Institut de LUKANGA,protestant
4157,11598,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut NURU,publique
4158,11600,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4159,11601,LITTERAIRE,Latin Philo,CS AUTSAU,privé
4160,11602,LITTERAIRE,Latin Philo,Institut MWANGA/UVIRA,catholique
4161,11603,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut METANOIA,protestant
4162,11604,TECHNIQUE,SOCIALE,CS TUPENDANE,privé
4163,11605,LITTERAIRE,Latin Philo,Institut METANOIA,protestant
4164,11606,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut ISIDORE BAKANJA,catholique
4165,11607,SCIENTIFIQUE,Bio chimie,Institut ISIDORE BAKANJA,catholique
4166,11608,SCIENTIFIQUE,Bio chimie,Institut ISIDORE BAKANJA,catholique
4167,11609,TECHNIQUE,MECANIQUE MACHINES OUTILS,ITFM BUKAVU,catholique
4168,11610,LITTERAIRE,Latin Philo,Institut ZANNER,protestant
4169,11611,TECHNIQUE,NUTRITION,Institut SAINT MICHEL,catholique
4170,11612,TECHNIQUE,SOCIALE,CS MONT  DES OLIVIERS,privé
4171,11613,PEDAGOGIE,PEDAGOGIE GENERALE,Institut METANOIA,protestant
4172,11614,PEDAGOGIE,PEDAGOGIE GENERALE,Institut FADHILI,publique
4173,11615,PEDAGOGIE,PEDAGOGIE GENERALE,Institut BWANGA,privé
4174,11616,SCIENTIFIQUE,MATHEMATIQUE- PHYSIQUE,Institut MAJENGO,protestant
4175,11617,PEDAGOGIE,PEDAGOGIE GENERALE,Institut LWANGA DE BOBANDANA,catholique
4176,11618,LITTERAIRE,Latin Philo,Institut de BUTEMBO,publique
4177,11619,TECHNIQUE,SOCIALE,Institut MONT CARMEL,catholique
4178,11620,PEDAGOGIE,PEDAGOGIE GENERALE,Institut AMINA,protestant
4179,11621,TECHNIQUE,ELECTRICITE,Institut KYESHERO,protestant
4180,11622,PEDAGOGIE,PEDAGOGIE GENERALE,CS AZMA,privé
4181,11623,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MAJENGO,protestant
4182,11624,TECHNIQUE,SOCIALE,Institut MASISI,protestant
4183,11625,PEDAGOGIE,PEDAGOGIE GENERALE,CS PACIFIQUE,privé
4184,11626,SCIENTIFIQUE,MATHEMATIQUE- PHYSIQUE,Institut NDAHURA,protestant
4185,11627,TECHNIQUE,ELECTRICITE,Institut AVENIR,catholique
4186,11628,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut LWA-NZURUR,catholique
4187,11629,PEDAGOGIE,PEDAGOGIE GENERALE,CS MILIMA,privé
4188,11630,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MWANGA,catholique
4189,11631,SCIENTIFIQUE,Bio chimie,ATENE IBANDA,publique
4190,11632,LITTERAIRE,Latin Philo,Institut HIMBI,protestant
4191,11633,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MAENDELEO,protestant
4192,11634,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut METANOIA,protestant
4193,11635,TECHNIQUE,NUTRITION,Lycée SAINT URSULE,catholique
4194,11636,TECHNIQUE,MECANIQUE GENERALE,ITI GOMA,catholique
4195,11637,SCIENTIFIQUE,Bio chimie,Institut KASHOFU,catholique
4196,11638,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut HIMBI,protestant
4197,11640,PEDAGOGIE,PEDAGOGIE GENERALE,Institut KIMUA,protestant
4198,11641,TECHNIQUE,SOCIALE,Lycée TOBONGISA,catholique
4199,11642,TECHNIQUE,SOCIALE,CS TISIESI,privé
4200,11643,PEDAGOGIE,PEDAGOGIE GENERALE,Institut AVENIR,catholique
4201,11644,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut METANOIA,protestant
4202,11645,LITTERAIRE,Latin Philo,Institut MWANGA,catholique
4203,11647,TECHNIQUE,SOCIALE,Institut MAENDELEO,protestant
4204,11648,TECHNIQUE,ELECTRICITE,ITI GOMA,catholique
4205,11649,SCIENTIFIQUE,Bio chimie,Institut WEZA,catholique
4206,11650,PEDAGOGIE,PEDAGOGIE GENERALE,Institut ISIDORE BAKANJA,catholique
4207,11651,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MONT GOMA,publique
4208,11652,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4209,11653,SCIENTIFIQUE,Bio chimie,Institut Goma,publique
4210,11654,SCIENTIFIQUE,Bio chimie,Lycée AMANI,catholique
4211,11655,TECHNIQUE,SOCIALE,Intitut BEMBA GOMBO,catholique
4212,11656,PEDAGOGIE,PEDAGOGIE GENERALE,CS SAFINA,privé
4213,11657,SCIENTIFIQUE,Bio chimie,Institut ISIDORE BAKANJA,catholique
4214,11658,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MGR  KATALIKO,catholique
4215,11659,TECHNIQUE,COMMERCIALE ET ADMINISTRATIVE,Institut HIMBI,protestant
4216,11660,TECHNIQUE,CONSTRUCTION,Institut Kyeshero,protestant
4217,11661,TECHNIQUE,SOCIALE,iNstitut SAYUNI,protestant
4218,11662,PEDAGOGIE,PEDAGOGIE GENERALE,Institut MULULU/SAKE,publique
4219,11663,TECHNIQUE,SOCIALE,Institut NYABUSHONGO,publique
4220,11664,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut MGR  KATALIKO,catholique
4221,11665,PEDAGOGIE,PEDAGOGIE GENERALE,Institut METANOIA,protestant
4222,11666,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut NUZIZI,publique
4223,11668,TECHNIQUE,SECRETARIAT,Institut MATUMAINI,catholique
4224,11669,PEDAGOGIE,PEDAGOGIE GENERALE,MASANIKILO INSTITUT,catholique
4225,11670,TECHNIQUE,CONSTRUCTION,Institut SAINT MARC,catholique
4226,11671,PEDAGOGIE,PEDAGOGIE GENERALE,KASHE DA INSTITUT,protestant
4227,11672,SCIENTIFIQUE,Bio chimie,Institut FARADJA,protestant
4228,11673,SCIENTIFIQUE,Bio chimie,Institut MGR HENRI PIERARD,catholique
4229,11674,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,Institut HIMBI,protestant
4230,11675,SCIENTIFIQUE,Bio chimie,Lycée AMANI,catholique
4231,11676,COMMERCIALEC,COMMERCIALE ET ADMINISTRATIVE,Institut II MASISI,publique
4232,11677,TECHNIQUE,SOCIALE,Institut BANGU,protestant
4233,11678,TECHNIQUE,ELECTRICITE,ITI GOMA,catholique
4234,11679,TECHNIQUE,MECANIQUE GENERALE,ITI GOMA,catholique
4235,11680,PEDAGOGIE,PEDAGOGIE GENERALE,Institut TUUNGANE,publique
4236,11681,TECHNIQUE,SOCIALE,Institut MAPENDO,protestant
4237,11682,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,CS TABITI,privé
4238,11683,TECHNIQUE,SOCIALE,INSTITUT KINVULA,protestant
4239,11684,SCIENTIFIQUE,BIO CHIMIE,Institut ISIDORE BAKANJA,catholique
4240,11686,COMMERCIALE,SECRETARIAT INFORMATIQUE,Institut  SEBYERA,catholique
4241,11687,PEDAGOGIE,PEDAGOGIE GENERALE,CS LA CHARITE DIVINE,privé
4242,11688,LITERAIRE,LATIN PHILO,Institut METANOIA,protestant
4243,11689,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Lycée KIMBILIO,protestant
4244,11690,PEDAGOGIE,PEDAGOGIE GENERALE,Institut AMANI,protestant
4245,11691,PEDAGOGIE,PEDAGOGIE GENERALE,Institut BANGU,protestant
4246,11692,LITERAIRE,LATIN PHILO,Institut Mont Goma,publique
4247,11695,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4248,11696,SCIENTIFIQUE,BIO CHIMIE,CS SHALOM,privé
4249,11697,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,IOnstitut ZANNER,protestant
4250,11698,SCIENTIFIQUE,BIO CHIMIE,Institut NURU,privé
4251,11699,TECHNIQUE,SOCIALE,Institut BEMBA GOMBO,catholique
4252,11700,PEDAGOGIE,PEDAGOGIE GENERALE,Institut  MONT CARMEL,catholique
4253,11701,SCIENTIFIQUE,BIO CHIMIE,Institut METANOIA,protestant
4254,11702,SCIENTIFIQUE,BIO CHIMIE,Institut TUPENDANE,publique
4255,11704,PEDAGOGIE,PEDAGOGIE GENERALE,ALEMBE INSTITUT,publique
4256,11705,PEDAGOGIE,PEDAGOGIE GENERALE,Institut de GOMA,publique
4257,11706,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Lycée  ANUARITE,catholique
4258,11707,PEDAGOGIE,PEDAGOGIE GENERALE,Institut MATENDO,protestant
4259,11708,TECHNIQUE,ELECTREICITE,ITFM/BUKAVU,catholique
4260,11709,SCIENTIFIQUE,BIO CHIMIE,CS NURU,privé
4261,11710,TECHNIQUE,MECANIQUE AUTOMOBILE,CS DE L'UNION,privé
4262,11711,LITERAIRE,LATIN PHILO,Institut ZANNER,protestant
4263,11712,LITERAIRE,LATIN PHILO,Institut ZANNER,protestant
4264,11713,LITERAIRE,LATIN PHILO,Institut MWANGA,catholique
4265,11714,TECHNIQUE,NUTRITION,Institut SAYUNI,protestant
4266,11715,SCIENTIFIQUE,BIO CHIMIE,Institut MWANGA,catholique
4267,11716,PEDAGOGIE,PEDAGOGIE GENERALE,Institut METANOIA,protestant
4268,11717,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MARANATHA,protestant
4269,11718,SCIENTIFIQUE,BIO CHIMIE,Institut METANOIA,protestant
4270,11719,PEDAGOGIE,PEDAGOGIE GENERALE,CS VIRUNGA,privé
4271,11720,PEDAGOGIE,PEDAGOGIE GENERALE,Institut TOTORO,protestant
4272,11721,SCIENTIFIQUE,BIO CHIMIE,Institut FARAJA,protestant
4273,11722,PEDAGOGIE,PEDAGOGIE GENERALE,Institut METANOIA,protestant
4274,11723,SCIENTIFIQUE,BIO CHIMIE,CS MAMA MULEZI,privé
4275,11724,PEDAGOGIE,PEDAGOGIE GENERALE,CS BIMENYA,privé
4276,11725,TECHNIQUE,SOCIALE,Institut TOTORO,protestant
4277,11726,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MWANGA,catholique
4278,11728,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,LOYOLA Institut,inconnu
4279,11729,TECHNIQUE,SOCIALE,Institut MUREMBWE,protestant
4280,11730,LITERAIRE,LATIN PHILO,Institut ZANNER,protestant
4281,11731,PEDAGOGIE,PEDAGOGIE GENERALE,Institut ISIDORE BAKANJA,catholique
4282,11732,LITERAIRE,LATIN PHILO,Institut MWANGA,catholique
4283,11733,SCIENTIFIQUE,MATHEMATIQUE PHYSIQUE,College ALFAJIRI,catholique
4284,11734,TECHNIQUE,SOCIALE,Institut MARHANATA,protestant
4285,11735,TECHNIQUE,NUTRITION,Lycée SAINT URSULE,catholique
4286,11736,TECHNIQUE,SOCIALE,Institut MIKENO,publique
4287,11737,TECHNIQUE,ELECTREICITE,ITIMA,catholique
4288,11738,TECHNIQUE,SOCIALE,Institut MIKENO ISLAMIQUE,musulman
4289,11739,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut TUMBA,privé
4290,11740,TECHNIQUE,SOCIALE,Institut  MONT CARMEL,catholique
4291,11741,TECHNIQUE,ELECTREICITE,Institut AVENIR,catholique
4292,11742,PEDAGOGIE,PEDAGOGIE GENERALE,Institut la SAGESSE,protestant
4293,11743,LITERAIRE,LATIN PHILO,Institut MWANGA,catholique
4294,11744,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MWANGA,catholique
4295,11745,SCIENTIFIQUE,BIO CHIMIE,Institut ISIDORE BAKANJA,catholique
4296,11746,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MWANGA,catholique
4297,11747,SCIENTIFIQUE,BIO CHIMIE,Institut MWANGA,catholique
4298,11748,TECHNIQUE,SOCIALE,College ADORA,privé
4299,11749,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut METANOIA,inconnu
4300,11750,SCIENTIFIQUE,MATHEMATIQUE PHYSIQUE,College SAINT PAUL,catholique
4301,11751,LITERAIRE,LATIN PHILO,Institut HIMBI,protestant
4302,11752,SCIENTIFIQUE,BIO CHIMIE,Institut MWANGA,catholique
4303,11753,TECHNIQUE,MECANIQUE AUTOMOBILE,ITFM/BUKAVU,publique
4304,11754,TECHNIQUE,CONSTRUCTION,WAI WAI Institut,publique
4305,11755,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MUHUNGANO,publique
4306,11756,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut Mont Goma,publique
4307,11757,SCIENTIFIQUE,BIO CHIMIE,Institut MWANGA,catholique
4308,11758,LITERAIRE,LATIN PHILO,Institut MWANGA,catholique
4309,11759,PEDAGOGIE,PEDAGOGIE GENERALE,Institut FARAJA,protestant
4310,11761,LITERAIRE,LATIN PHILO,Institut ACTION KUSAYIDIYA,privé
4311,11763,PEDAGOGIE,PEDAGOGIE GENERALE,Lycée  ANUARITE,catholique
4312,11764,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MWANGA,catholique
4313,11765,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MWANGA,catholique
4314,11766,TECHNIQUE,SOCIALE,Lycée KIGONZE,publique
4315,11767,SCIENTIFIQUE,BIO CHIMIE,Institut MWANGA,catholique
4316,11768,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MGR KATALIKO,catholique
4317,11769,TECHNIQUE,SOCIALE,Institut MORIYA,publique
4318,11770,TECHNIQUE,MECANIQUE GENERALE,Institut KYESHERO,protestant
4319,11771,PEDAGOGIE,PEDAGOGIE GENERALE,Institut KASUKU,protestant
4320,11772,SCIENTIFIQUE,BIO CHIMIE,Institut ZAWADI YA RAISI,publique
4321,11773,SCIENTIFIQUE,MATHEMATIQUE PHYSIQUE,KAMBALE INSTITUT,catholique
4322,11774,SCIENTIFIQUE,BIO CHIMIE,CS MAMA MULEZI,privé
4323,11775,TECHNIQUE,SOCIALE,Lycée  MAPEMA,catholique
4324,11776,LITERAIRE,LATIN PHILO,Institut de MASISI,publique
4325,11777,PEDAGOGIE,PEDAGOGIE GENERALE,Institut VISOKE,protestant
4326,11778,TECHNIQUE,SOCIALE,Institut MUSHOSHO,privé
4327,11779,LITERAIRE,LATIN PHILO,Institut HIMBI,protestant
4328,11780,TECHNIQUE,SOCIALE,Lycée SAINT URSULE,catholique
4329,11781,SCIENTIFIQUE,BIO CHIMIE,Lycée AMANI,catholique
4330,11782,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut MWANGA,catholique
4331,11783,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut METANOIA,protestant
4332,11784,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Lycée  ANUARITE,catholique
4333,11785,COMMERCIALE,COMMERCIALEN ET ADMINISTRAIVE,Institut Mont Goma,publique
4334,11786,COMMERCIALE,COMMERCIALE INFORMATIQUE,Institut MALIKIYA WA MBINGU,catholique
